"pc","list_position","x"
"2205110 -  Aaq Pi Boys Secondary School - 2205110",10,"#pc > option:nth-child(10)"
"2205111 -  Farushqan Myanah Secondary School - 2205111",11,"#pc > option:nth-child(11)"
"2205112 -  Chinar Jae Mosque - 2205112",12,"#pc > option:nth-child(12)"
"2206121 -  Qutanmast village Boys High School - 2206121",1,"#pc > option:nth-child(1)"
"2206122 -  Yultarab Girls Secondary School - 2206122",2,"#pc > option:nth-child(2)"
"2206123 -  Malikan village Madrassah - 2206123",3,"#pc > option:nth-child(3)"
"2206124 -  Ilhaqya Karan School - 2206124",4,"#pc > option:nth-child(4)"
"2206125 -  Khwajah Nehan Jame Mosque - 2206125",5,"#pc > option:nth-child(5)"
"2206126 -  Shah Mard village Madrassah - 2206126",6,"#pc > option:nth-child(6)"
"2206127 -  Abdarah village Mosque - 2206127",7,"#pc > option:nth-child(7)"
"2206128 -  Aabkhor village Secondary School - 2206128",8,"#pc > option:nth-child(8)"
"2206129 -  Haji Sarwar Mosque - 2206129",9,"#pc > option:nth-child(9)"
"2206130 -  Sayad Secondary School - 2206130",10,"#pc > option:nth-child(10)"
"2206131 -  Alghan village Jame Mosque - 2206131",11,"#pc > option:nth-child(11)"
"2206132 -  Alghan Afghania Secondary School - 2206132",12,"#pc > option:nth-child(12)"
"2206135 -  Ghajoor Mosque - 2206135",13,"#pc > option:nth-child(13)"
"2206136 -  Karez village Secondary School - 2206136",14,"#pc > option:nth-child(14)"
"2207137 -  Sayed Jamaluddin High School - 2207137",1,"#pc > option:nth-child(1)"
"2207138 -  Khwal Syagak Mosque - 2207138",2,"#pc > option:nth-child(2)"
"2207139 -  Pai Zyarat Jame Mosque - 2207139",3,"#pc > option:nth-child(3)"
"2207140 -  Pegholah Madrassah - 2207140",4,"#pc > option:nth-child(4)"
"2207141 -  Zawj Madrassah - 2207141",5,"#pc > option:nth-child(5)"
"2207142 -  Khurma Takht Madrassah - 2207142",6,"#pc > option:nth-child(6)"
"2207143 -  Owsh village School - 2207143",7,"#pc > option:nth-child(7)"
"2207144 -  Shaheed Arifi High School - 2207144",8,"#pc > option:nth-child(8)"
"2207145 -  Du Shakh School - 2207145",9,"#pc > option:nth-child(9)"
"2207146 -  Tagab Takht Madrassah - 2207146",10,"#pc > option:nth-child(10)"
"2207147 -  Tal Ashiqan Madrassah - 2207147",11,"#pc > option:nth-child(11)"
"2207148 -  Tolo Jawrazi High School - 2207148",12,"#pc > option:nth-child(12)"
"2207149 -  Peetab Secondary School - 2207149",13,"#pc > option:nth-child(13)"
"2301001 -  Darah e Qazi Girls High School - 2301001",1,"#pc > option:nth-child(1)"
"2301002 -  Sultan Alauddin Ghouri High School - 2301002",2,"#pc > option:nth-child(2)"
"2301003 -  Sultan Razia Ghowri High School - 2301003",3,"#pc > option:nth-child(3)"
"2301004 -  Maidan Hawai Girls High School - 2301004",4,"#pc > option:nth-child(4)"
"2301005 -  Pozlech Boys High School - 2301005",5,"#pc > option:nth-child(5)"
"2301006 -  Qatas Sufla Secondary School - 2301006",6,"#pc > option:nth-child(6)"
"2301007 -  Tajik hai Sarkasi Mosque - 2301007",7,"#pc > option:nth-child(7)"
"2301008 -  Kasi Ulya School - 2301008",8,"#pc > option:nth-child(8)"
"2301009 -  Soufak Girls School - 2301009",9,"#pc > option:nth-child(9)"
"2301010 -  Alnader School - 2301010",10,"#pc > option:nth-child(10)"
"2301015 -  Tagha Taimoor School - 2301015",11,"#pc > option:nth-child(11)"
"2301016 -  Khwajah Bahari Secondary School - 2301016",12,"#pc > option:nth-child(12)"
"2301017 -  Kandiwal Girls Secondary School - 2301017",13,"#pc > option:nth-child(13)"
"2301029 -  Shiekh Al Mand - 2301029",14,"#pc > option:nth-child(14)"
"2301030 -  Tallah Secondary School - 2301030",15,"#pc > option:nth-child(15)"
"2301032 -  Mohamad Rasoul Shaheed High School - 2301032",16,"#pc > option:nth-child(16)"
"2301033 -  Mohammad Omer Shaheed Secondary School - 2301033",17,"#pc > option:nth-child(17)"
"2301034 -  Girls Secondary Madrassah - 2301034",18,"#pc > option:nth-child(18)"
"2301035 -  Badgah Girls High School - 2301035",19,"#pc > option:nth-child(19)"
"2301036 -  Dahan Tasruqi Secondary School - 2301036",20,"#pc > option:nth-child(20)"
"2301065 -  Barah Khanah School - 2301065",21,"#pc > option:nth-child(21)"
"2301066 -  Pelal Gorgi village Mosque - 2301066",22,"#pc > option:nth-child(22)"
"2301067 -  Maidan Barah Khanah High School - 2301067",23,"#pc > option:nth-child(23)"
"2301068 -  Sanmai Rakhna Safid Mosque - 2301068",24,"#pc > option:nth-child(24)"
"2301073 -  Shorak Kalan Mosque - 2301073",25,"#pc > option:nth-child(25)"
"2302085 -  Duleenah School - 2302085",1,"#pc > option:nth-child(1)"
"2303095 -  Sang Shora Itefaq High School - 2303095",1,"#pc > option:nth-child(1)"
"2303096 -  Darwazah Secondary School - 2303096",2,"#pc > option:nth-child(2)"
"2303097 -  Naram The High School - 2303097",3,"#pc > option:nth-child(3)"
"2303098 -  Tel Bye Nazar High School - 2303098",4,"#pc > option:nth-child(4)"
"2303099 -  Education Department Dawlatyar - 2303099",5,"#pc > option:nth-child(5)"
"2303101 -  Ali Bazar village Mosque - 2303101",6,"#pc > option:nth-child(6)"
"2303102 -  Sangar Secondary School - 2303102",7,"#pc > option:nth-child(7)"
"2304121 -  Gul Tepah School - 2304121",1,"#pc > option:nth-child(1)"
"2305151 -  Khwajah Wahjuddin High School - 2305151",1,"#pc > option:nth-child(1)"
"2306155 -  Khwajah Boor Primary School - 2306155",1,"#pc > option:nth-child(1)"
"2306156 -  Tang Helmah High School - 2306156",2,"#pc > option:nth-child(2)"
"2306157 -  Dahanah e Talkhaki School - 2306157",3,"#pc > option:nth-child(3)"
"2306158 -  Karez Ishaq Mosque - 2306158",4,"#pc > option:nth-child(4)"
"2306159 -  Jarg Madrassah - 2306159",5,"#pc > option:nth-child(5)"
"2306162 -  Dahan Gulbanah Secondary School - 2306162",6,"#pc > option:nth-child(6)"
"2306163 -  Markaz Shahrak High School - 2306163",7,"#pc > option:nth-child(7)"
"2306164 -  Yakah Bed School - 2306164",8,"#pc > option:nth-child(8)"
"2306176 -  Bedan School - 2306176",9,"#pc > option:nth-child(9)"
"2306177 -  Shamurghak School - 2306177",10,"#pc > option:nth-child(10)"
"2307182 -  Sheneah Sabzwar School - 2307182",1,"#pc > option:nth-child(1)"
"2307183 -  Dahan Surkhak School - 2307183",2,"#pc > option:nth-child(2)"
"2307184 -  Sardewalak School - 2307184",3,"#pc > option:nth-child(3)"
"2307185 -  Sar Qul Talkhak School - 2307185",4,"#pc > option:nth-child(4)"
"2307186 -  Sarai Kerman School - 2307186",5,"#pc > option:nth-child(5)"
"2307187 -  Taltu Kerman School - 2307187",6,"#pc > option:nth-child(6)"
"2307188 -  Safarak Kerman School - 2307188",7,"#pc > option:nth-child(7)"
"2307189 -  Sya Khaki Kerman Primary School - 2307189",8,"#pc > option:nth-child(8)"
"2307190 -  Shor Qul School - 2307190",9,"#pc > option:nth-child(9)"
"2307191 -  Tagab Sayeed Mosque - 2307191",10,"#pc > option:nth-child(10)"
"2307192 -  Shahi School - 2307192",11,"#pc > option:nth-child(11)"
"2307193 -  Bareekak Secondary School - 2307193",12,"#pc > option:nth-child(12)"
"2307194 -  Sheneah Safid Aab Secondary School - 2307194",13,"#pc > option:nth-child(13)"
"2307195 -  Qalla Sar Asya Gak Mosque - 2307195",14,"#pc > option:nth-child(14)"
"2307196 -  Safid Chushmah Mosque - 2307196",15,"#pc > option:nth-child(15)"
"2307197 -  Safid Aab Boys High School - 2307197",16,"#pc > option:nth-child(16)"
"2307198 -  Qalla e Shahr Mosque - 2307198",17,"#pc > option:nth-child(17)"
"2307199 -  Sheneah Chapar Qul School - 2307199",18,"#pc > option:nth-child(18)"
"2307200 -  Sar Kamran Secondary School - 2307200",19,"#pc > option:nth-child(19)"
"2307201 -  Rashk Jame Mosque - 2307201",20,"#pc > option:nth-child(20)"
"2307202 -  Qalla e Shakarki Mosque - 2307202",21,"#pc > option:nth-child(21)"
"2307203 -  Imam Ali High School - 2307203",22,"#pc > option:nth-child(22)"
"2307204 -  Qulani School - 2307204",23,"#pc > option:nth-child(23)"
"2307205 -  Joqal School - 2307205",24,"#pc > option:nth-child(24)"
"2307206 -  Altah Tu School - 2307206",25,"#pc > option:nth-child(25)"
"2307207 -  Chashmah Padshah Primary School - 2307207",26,"#pc > option:nth-child(26)"
"2307208 -  Dahan Chakah School - 2307208",27,"#pc > option:nth-child(27)"
"2307209 -  Heegal Boys High School - 2307209",28,"#pc > option:nth-child(28)"
"2307210 -  Qalla Keshk School - 2307210",29,"#pc > option:nth-child(29)"
"2307211 -  Aab Bareek School - 2307211",30,"#pc > option:nth-child(30)"
"2307212 -  Qalla Dangak School - 2307212",31,"#pc > option:nth-child(31)"
"2307213 -  Gheeghanak School - 2307213",32,"#pc > option:nth-child(32)"
"2307214 -  Minar Primary School - 2307214",33,"#pc > option:nth-child(33)"
"2307215 -  Char Asyab School - 2307215",34,"#pc > option:nth-child(34)"
"2307216 -  Kham Shor School - 2307216",35,"#pc > option:nth-child(35)"
"2307217 -  Katah Chshmah School - 2307217",36,"#pc > option:nth-child(36)"
"2307218 -  Sang Zard School - 2307218",37,"#pc > option:nth-child(37)"
"2307219 -  Bekh Sang School - 2307219",38,"#pc > option:nth-child(38)"
"2307220 -  Sar Soukhtah High School - 2307220",39,"#pc > option:nth-child(39)"
"2307221 -  Chashmah Sya Secondary School - 2307221",40,"#pc > option:nth-child(40)"
"2307222 -  Garm Aab Sufla School - 2307222",41,"#pc > option:nth-child(41)"
"2307223 -  Qalla Jungal Mosque - 2307223",42,"#pc > option:nth-child(42)"
"2307224 -  Sang Shandah School - 2307224",43,"#pc > option:nth-child(43)"
"2307225 -  Qazal School - 2307225",44,"#pc > option:nth-child(44)"
"2308233 -  Asfoor School - 2308233",1,"#pc > option:nth-child(1)"
"2308234 -  Aanah Boys Secondary School - 2308234",2,"#pc > option:nth-child(2)"
"2308244 -  Pas Qalla High School - 2308244",3,"#pc > option:nth-child(3)"
"2308245 -  Zahi Nowroz School - 2308245",4,"#pc > option:nth-child(4)"
"2308247 -  Asheqan School - 2308247",5,"#pc > option:nth-child(5)"
"2308248 -  Pai Hesar Mosque - 2308248",6,"#pc > option:nth-child(6)"
"2308249 -  Kham Pai Hesar School - 2308249",7,"#pc > option:nth-child(7)"
"2308250 -  Seb Talkh School - 2308250",8,"#pc > option:nth-child(8)"
"2308251 -  Larqah Girls School - 2308251",9,"#pc > option:nth-child(9)"
"2308252 -  Khuzbagag School - 2308252",10,"#pc > option:nth-child(10)"
"2308253 -  Qubah School - 2308253",11,"#pc > option:nth-child(11)"
"2308254 -  Yageen Primary School - 2308254",12,"#pc > option:nth-child(12)"
"2309260 -  Sayed Abdullah Alawi High School - 2309260",1,"#pc > option:nth-child(1)"
"2310275 -  Manak Sufla Secondary School - 2310275",1,"#pc > option:nth-child(1)"
"2310276 -  Shiekh Mohammad Saghar School - 2310276",2,"#pc > option:nth-child(2)"
"2310277 -  Health Clinic - 2310277",3,"#pc > option:nth-child(3)"
"2310282 -  Tazri Sadat Secondary School - 2310282",4,"#pc > option:nth-child(4)"
"2401001 -  Zainabiah Sangoom High School - 2401001",1,"#pc > option:nth-child(1)"
"2401002 -  Sangoom Boys High School - 2401002",2,"#pc > option:nth-child(2)"
"2401003 -  Sar Neeli Girls School - 2401003",3,"#pc > option:nth-child(3)"
"2401004 -  Chahardar High School - 2401004",4,"#pc > option:nth-child(4)"
"2401005 -  Rubat Dasht High School - 2401005",5,"#pc > option:nth-child(5)"
"2401006 -  Hajdi School - 2401006",6,"#pc > option:nth-child(6)"
"2401007 -  Mesh Sufla School - 2401007",7,"#pc > option:nth-child(7)"
"2401008 -  Mesh Ulya Mosque - 2401008",8,"#pc > option:nth-child(8)"
"2401009 -  Khakbad Girls High School - 2401009",9,"#pc > option:nth-child(9)"
"2401010 -  Ghadar High School - 2401010",10,"#pc > option:nth-child(10)"
"2401011 -  Pai Neeli Mosque - 2401011",11,"#pc > option:nth-child(11)"
"2401012 -  Agriculture Vocational Institute - 2401012",12,"#pc > option:nth-child(12)"
"2401013 -  Lazeer Boys High School - 2401013",13,"#pc > option:nth-child(13)"
"2401014 -  Dahan Omersha Mosque - 2401014",14,"#pc > option:nth-child(14)"
"2401015 -  Khak e Mohammad Mosque - 2401015",15,"#pc > option:nth-child(15)"
"2401016 -  Peshok Bazar Mosque - 2401016",16,"#pc > option:nth-child(16)"
"2401017 -  Qul Qadeer Boys School - 2401017",17,"#pc > option:nth-child(17)"
"2401018 -  Sang Safid High School - 2401018",18,"#pc > option:nth-child(18)"
"2401019 -  Fatimiah Mosque - 2401019",19,"#pc > option:nth-child(19)"
"2401020 -  Jaraf Girls High School - 2401020",20,"#pc > option:nth-child(20)"
"2401021 -  Menbar e Jaw Qul - 2401021",21,"#pc > option:nth-child(21)"
"2401022 -  Sheesh Girls School - 2401022",22,"#pc > option:nth-child(22)"
"2401023 -  Myanah Qul Mosque - 2401023",23,"#pc > option:nth-child(23)"
"2401024 -  Sewak Boys High School - 2401024",24,"#pc > option:nth-child(24)"
"2401025 -  Darah e Rubat Khushk Mosque - 2401025",25,"#pc > option:nth-child(25)"
"2401026 -  Menbar Talkhak Bazar - 2401026",26,"#pc > option:nth-child(26)"
"2402027 -  Ashkarabad Boys Secondary School - 2402027",1,"#pc > option:nth-child(1)"
"2402028 -  Asho Gholka Mosque - 2402028",2,"#pc > option:nth-child(2)"
"2402029 -  Rakhan Mosque - 2402029",3,"#pc > option:nth-child(3)"
"2402030 -  Geeru Girls High School - 2402030",4,"#pc > option:nth-child(4)"
"2402031 -  Bi Bi Hajer Primary School - 2402031",5,"#pc > option:nth-child(5)"
"2402032 -  Awlak Mosque - 2402032",6,"#pc > option:nth-child(6)"
"2402033 -  Sayed Ahmad Social Gathering Hall - 2402033",7,"#pc > option:nth-child(7)"
"2402034 -  Mamlooq Girls High School - 2402034",8,"#pc > option:nth-child(8)"
"2402035 -  Jangalak Boys High School - 2402035",9,"#pc > option:nth-child(9)"
"2402036 -  Chabrasak Boys High School - 2402036",10,"#pc > option:nth-child(10)"
"2402037 -  Ghaf Girls High School - 2402037",11,"#pc > option:nth-child(11)"
"2402038 -  Faizabad Girls High School - 2402038",12,"#pc > option:nth-child(12)"
"2402039 -  Ghochan Girls High School - 2402039",13,"#pc > option:nth-child(13)"
"2402040 -  Tagag High School - 2402040",14,"#pc > option:nth-child(14)"
"2402041 -  Khwajah Chesht Boys Primary School - 2402041",15,"#pc > option:nth-child(15)"
"2402042 -  Alqan Boys High School - 2402042",16,"#pc > option:nth-child(16)"
"2402043 -  Pai Mahar Primary School - 2402043",17,"#pc > option:nth-child(17)"
"2402044 -  Bi Bi Nargis Katoot Girls High School - 2402044",18,"#pc > option:nth-child(18)"
"2402045 -  Bintul Huda Girls High School - 2402045",19,"#pc > option:nth-child(19)"
"2402046 -  Waras School - 2402046",20,"#pc > option:nth-child(20)"
"2402047 -  Aab Bakhsh Ghasoor Mosque - 2402047",21,"#pc > option:nth-child(21)"
"2402048 -  Sahib ul Zaman Khak Shahi Mosque - 2402048",22,"#pc > option:nth-child(22)"
"2402049 -  Fatimatul Zahra Girls High School - 2402049",23,"#pc > option:nth-child(23)"
"2402050 -  Noorul Huda ChowkShahr Girls High School - 2402050",24,"#pc > option:nth-child(24)"
"2402051 -  Wargha Girls High School - 2402051",25,"#pc > option:nth-child(25)"
"2402052 -  Shaneah Jawz School - 2402052",26,"#pc > option:nth-child(26)"
"2402053 -  Dahan Deh Osho Mosque - 2402053",27,"#pc > option:nth-child(27)"
"2402054 -  Safid Pushtah Mosque - 2402054",28,"#pc > option:nth-child(28)"
"2402055 -  Peetab Largar Mosque - 2402055",29,"#pc > option:nth-child(29)"
"2402056 -  Palaleech Mosque - 2402056",30,"#pc > option:nth-child(30)"
"2402057 -  Tagab Largar Mosque - 2402057",31,"#pc > option:nth-child(31)"
"2402058 -  Tagab Ghaibi Mosque - 2402058",32,"#pc > option:nth-child(32)"
"2402059 -  Chah Mosque - 2402059",33,"#pc > option:nth-child(33)"
"2402060 -  Sad Khanah Char Aspan Boys High School - 2402060",34,"#pc > option:nth-child(34)"
"2402061 -  Barlan Girls High School - 2402061",35,"#pc > option:nth-child(35)"
"2402062 -  Zojok Mosque - 2402062",36,"#pc > option:nth-child(36)"
"2402063 -  Awri Mazar Azmok Mosque - 2402063",37,"#pc > option:nth-child(37)"
"2402064 -  Shalaj Mosque - 2402064",38,"#pc > option:nth-child(38)"
"2402065 -  Azmok Mosque - 2402065",39,"#pc > option:nth-child(39)"
"2402066 -  Shaneah Boys High School - 2402066",40,"#pc > option:nth-child(40)"
"2402067 -  Tagab Bala Qul Mosque - 2402067",41,"#pc > option:nth-child(41)"
"2402068 -  Shewnah Qul Boys Secondary School - 2402068",42,"#pc > option:nth-child(42)"
"2402069 -  Pushtah Joi Amej Mosque - 2402069",43,"#pc > option:nth-child(43)"
"2402070 -  Saraf Girls High School - 2402070",44,"#pc > option:nth-child(44)"
"2403071 -  Kandeer Lorah Shew Mosque - 2403071",1,"#pc > option:nth-child(1)"
"2403072 -  Tagab Dar Boys High School - 2403072",2,"#pc > option:nth-child(2)"
"2403073 -  Rubat Tar Lorah Shew Mosque - 2403073",3,"#pc > option:nth-child(3)"
"2403074 -  Zain Lorah Shew Clinic - 2403074",4,"#pc > option:nth-child(4)"
"2403075 -  Mash Zari Tagab Dar Saloon (Social Hall) - 2403075",5,"#pc > option:nth-child(5)"
"2403076 -  Sahwar Tagab Dar Mosque - 2403076",6,"#pc > option:nth-child(6)"
"2403077 -  Beeri Boys High School - 2403077",7,"#pc > option:nth-child(7)"
"2403078 -  Karezak Beeri Mosque - 2403078",8,"#pc > option:nth-child(8)"
"2403079 -  Deyar Sar Tagab Jame Mosque - 2403079",9,"#pc > option:nth-child(9)"
"2403080 -  Saranj Fakhoor High School - 2403080",10,"#pc > option:nth-child(10)"
"2403081 -  Hussain Qakhoo High School - 2403081",11,"#pc > option:nth-child(11)"
"2403083 -  Sayed Jamaluddin Afghan High School, Tamzan - 2403083",12,"#pc > option:nth-child(12)"
"2403084 -  Fatimatul Zahra High School, Wageer - 2403084",13,"#pc > option:nth-child(13)"
"2404085 -  Band e Pushdaram Hospital - 2404085",1,"#pc > option:nth-child(1)"
"2404086 -  Chahardah Masoom Kaman Mosque - 2404086",2,"#pc > option:nth-child(2)"
"2404087 -  Imam Hasan Mujtaba Mosque, Luran Khushk - 2404087",3,"#pc > option:nth-child(3)"
"2404088 -  Nawjok Boys High School - 2404088",4,"#pc > option:nth-child(4)"
"2404089 -  Dahan Deh Yak Mosque - 2404089",5,"#pc > option:nth-child(5)"
"2404090 -  Quchanqi Boys High School - 2404090",6,"#pc > option:nth-child(6)"
"2404091 -  Surkh Joi Mosque - 2404091",7,"#pc > option:nth-child(7)"
"2404092 -  Imam Sajad Taleej Mosque - 2404092",8,"#pc > option:nth-child(8)"
"2404093 -  Azadi Khoshag School - 2404093",9,"#pc > option:nth-child(9)"
"2404094 -  Sahibul Zaman Mosque - 2404094",10,"#pc > option:nth-child(10)"
"2404095 -  Negleej Boys High School - 2404095",11,"#pc > option:nth-child(11)"
"2404096 -  Sang Mahkam Mosque - 2404096",12,"#pc > option:nth-child(12)"
"2404097 -  Quleelah e Abdi Mosque - 2404097",13,"#pc > option:nth-child(13)"
"2404098 -  Hazrat Salman Masrook Mosque - 2404098",14,"#pc > option:nth-child(14)"
"2404099 -  Imam Sajad Ahingar Mosque - 2404099",15,"#pc > option:nth-child(15)"
"2404100 -  Myanah Ghochan Mosque - 2404100",16,"#pc > option:nth-child(16)"
"2404101 -  Sya Nahoor Boys High School - 2404101",17,"#pc > option:nth-child(17)"
"2404102 -  Imam Sadeq Fahrestan High School - 2404102",18,"#pc > option:nth-child(18)"
"2404103 -  Safid Sang Mosque - 2404103",19,"#pc > option:nth-child(19)"
"2404104 -  Sar Talah Madrassah - 2404104",20,"#pc > option:nth-child(20)"
"2404105 -  Myanah Ishtarli Boys Secondary School - 2404105",21,"#pc > option:nth-child(21)"
"2404106 -  Rang Derakht Boys High School - 2404106",22,"#pc > option:nth-child(22)"
"2404107 -  Sabz Galli Mosque - 2404107",23,"#pc > option:nth-child(23)"
"2404108 -  Chawesh Boys High School - 2404108",24,"#pc > option:nth-child(24)"
"2404109 -  Imam Jafar Sadeq Jangan Khord Mosque - 2404109",25,"#pc > option:nth-child(25)"
"2404110 -  Qalla e Karam Zarjangan new Mosque - 2404110",26,"#pc > option:nth-child(26)"
"2404111 -  Imam Raza Jangan Mosque - 2404111",27,"#pc > option:nth-child(27)"
"2404112 -  Resalat Chakah Jangan Mosque - 2404112",28,"#pc > option:nth-child(28)"
"2404113 -  Chahardah Masoum Kakrag Mosque - 2404113",29,"#pc > option:nth-child(29)"
"2404114 -  Dahan Kholgag Mosque - 2404114",30,"#pc > option:nth-child(30)"
"2404115 -  Sewak Sya Darah Secondary School - 2404115",31,"#pc > option:nth-child(31)"
"2404116 -  Korgah Sufla Boys High School - 2404116",32,"#pc > option:nth-child(32)"
"2404117 -  Shelan Korgah Boys High School - 2404117",33,"#pc > option:nth-child(33)"
"2405118 -  Jawzakyan Mosque - 2405118",1,"#pc > option:nth-child(1)"
"2405119 -  Weer School - 2405119",2,"#pc > option:nth-child(2)"
"2405120 -  Kyan Boys and Girls School - 2405120",3,"#pc > option:nth-child(3)"
"2405121 -  Syah Band Peshtroq School - 2405121",4,"#pc > option:nth-child(4)"
"2405122 -  Petabak Korgah School - 2405122",5,"#pc > option:nth-child(5)"
"2405123 -  Karas Korgah School - 2405123",6,"#pc > option:nth-child(6)"
"2405124 -  Sarab Sang Chalak Mosque - 2405124",7,"#pc > option:nth-child(7)"
"2405125 -  Sheneah Khadeer Ulya Mosque - 2405125",8,"#pc > option:nth-child(8)"
"2405126 -  Sar Qul Khadeer Secondary School - 2405126",9,"#pc > option:nth-child(9)"
"2405127 -  Khadeer Sufla Mosque - 2405127",10,"#pc > option:nth-child(10)"
"2405128 -  Shaneah Jalil Pasiband Mosque - 2405128",11,"#pc > option:nth-child(11)"
"2405129 -  Dahan Sai Pasi Band School - 2405129",12,"#pc > option:nth-child(12)"
"2405130 -  Peetab Joi Shalgham Mosque - 2405130",13,"#pc > option:nth-child(13)"
"2405131 -  Abdarah Gham Qul School - 2405131",14,"#pc > option:nth-child(14)"
"2405132 -  Dector Khairkhana Mosque - 2405132",15,"#pc > option:nth-child(15)"
"2405133 -  Dahan Keeti Girls Primary School - 2405133",16,"#pc > option:nth-child(16)"
"2405134 -  Dahan Gham Qul School - 2405134",17,"#pc > option:nth-child(17)"
"2405135 -  Gazbeeri High School - 2405135",18,"#pc > option:nth-child(18)"
"2405136 -  Ali Abad Abegag School - 2405136",19,"#pc > option:nth-child(19)"
"2405137 -  Dahan Surkh Qolak School - 2405137",20,"#pc > option:nth-child(20)"
"2405138 -  Bazar Keeti Mosque - 2405138",21,"#pc > option:nth-child(21)"
"2405139 -  Shakardarah Boys High School - 2405139",22,"#pc > option:nth-child(22)"
"2405140 -  Dastani School - 2405140",23,"#pc > option:nth-child(23)"
"2405141 -  Kamoor Mosque - 2405141",24,"#pc > option:nth-child(24)"
"2405142 -  Chaghan School - 2405142",25,"#pc > option:nth-child(25)"
"2405143 -  Khak Faqeer Mosque - 2405143",26,"#pc > option:nth-child(26)"
"2405144 -  Buzi village Mosque - 2405144",27,"#pc > option:nth-child(27)"
"2405145 -  Dector Mosque - 2405145",28,"#pc > option:nth-child(28)"
"2405146 -  Kalwah Mosque - 2405146",29,"#pc > option:nth-child(29)"
"2406147 -  Sar Keeso School - 2406147",1,"#pc > option:nth-child(1)"
"2406148 -  Gholah Keeso School - 2406148",2,"#pc > option:nth-child(2)"
"2406149 -  Sarbagh Keeso Mosque - 2406149",3,"#pc > option:nth-child(3)"
"2406150 -  Shuru Keeso Mosque - 2406150",4,"#pc > option:nth-child(4)"
"2406151 -  Royan Mosque - 2406151",5,"#pc > option:nth-child(5)"
"2406152 -  Hoshi Mosque - 2406152",6,"#pc > option:nth-child(6)"
"2406153 -  Monami Mosque - 2406153",7,"#pc > option:nth-child(7)"
"2406154 -  Shneah Keeti School - 2406154",8,"#pc > option:nth-child(8)"
"2406155 -  Tamran School - 2406155",9,"#pc > option:nth-child(9)"
"2406156 -  Sar Tamaran School - 2406156",10,"#pc > option:nth-child(10)"
"2406157 -  Komi Mosque - 2406157",11,"#pc > option:nth-child(11)"
"2406158 -  Sangeenak School - 2406158",12,"#pc > option:nth-child(12)"
"2406159 -  Kharnek School - 2406159",13,"#pc > option:nth-child(13)"
"2406160 -  Hazrat Mustafa School - 2406160",14,"#pc > option:nth-child(14)"
"2406161 -  Shalizar Mosque - 2406161",15,"#pc > option:nth-child(15)"
"2406162 -  Karwan Sarai School - 2406162",16,"#pc > option:nth-child(16)"
"2406163 -  Panor School - 2406163",17,"#pc > option:nth-child(17)"
"2406164 -  Korangag School - 2406164",18,"#pc > option:nth-child(18)"
"2406165 -  Mozarmi School - 2406165",19,"#pc > option:nth-child(19)"
"2406166 -  Sartaghan Mosque - 2406166",20,"#pc > option:nth-child(20)"
"2406167 -  Tajreeb Mosque - 2406167",21,"#pc > option:nth-child(21)"
"2406168 -  Ghareenj Mosque - 2406168",22,"#pc > option:nth-child(22)"
"2406169 -  Urgan Mosque - 2406169",23,"#pc > option:nth-child(23)"
"2407170 -  Zawar Ali Aabi Mosque - 2407170",1,"#pc > option:nth-child(1)"
"2407171 -  Ghachoorak Mosque - 2407171",2,"#pc > option:nth-child(2)"
"2407172 -  Tundak Nek Mosque - 2407172",3,"#pc > option:nth-child(3)"
"2407173 -  Sar Qul Nek Aabi - 2407173",4,"#pc > option:nth-child(4)"
"2407174 -  Khwajah Ghar School - 2407174",5,"#pc > option:nth-child(5)"
"2407175 -  Tasleech School - 2407175",6,"#pc > option:nth-child(6)"
"2407176 -  Nehal Boys High School - 2407176",7,"#pc > option:nth-child(7)"
"2407177 -  Dahan Qul School - 2407177",8,"#pc > option:nth-child(8)"
"2407178 -  Chahar Sad Khanah Boys High School - 2407178",9,"#pc > option:nth-child(9)"
"2407179 -  Naak Sufla Mosque - 2407179",10,"#pc > option:nth-child(10)"
"2407180 -  Watanah Boys High School - 2407180",11,"#pc > option:nth-child(11)"
"2407181 -  Band e Bareek Narkhesi Mosque - 2407181",12,"#pc > option:nth-child(12)"
"2407182 -  Du Jehan Tekan Barkar Mosque - 2407182",13,"#pc > option:nth-child(13)"
"2407183 -  Sheneah Barkar School - 2407183",14,"#pc > option:nth-child(14)"
"2407184 -  Dahan Dar Rah School - 2407184",15,"#pc > option:nth-child(15)"
"2407185 -  Tai Barkar Mosque - 2407185",16,"#pc > option:nth-child(16)"
"2407186 - Bardez Mosque - 2407186",17,"#pc > option:nth-child(17)"
"2407187 -  Koraf Asterak School - 2407187",18,"#pc > option:nth-child(18)"
"2407188 -  Sangan School - 2407188",19,"#pc > option:nth-child(19)"
"2407189 -  Zemra Folad Mosque - 2407189",20,"#pc > option:nth-child(20)"
"2407190 -  Tai Warseel Girls School - 2407190",21,"#pc > option:nth-child(21)"
"2407191 -  Surkh Joi Rubat Girls School - 2407191",22,"#pc > option:nth-child(22)"
"2407192 -  Kalan Qul Rubat - 2407192",23,"#pc > option:nth-child(23)"
"2407193 -  Chahar Shanbah School - 2407193",24,"#pc > option:nth-child(24)"
"2407194 -  Syah Bomak Rubat Mosque - 2407194",25,"#pc > option:nth-child(25)"
"2407195 -  Gurgi village Mosque - 2407195",26,"#pc > option:nth-child(26)"
