"pc_code","ps_code","ps_type","planned_ps","prelim_results_reporting","final_results_reporting","ps_status"
"0101326","0101326-05","F","YES","YES","YES","PS Validated"
"0101327","0101327-01","M","YES","YES","YES","PS Validated"
"0101327","0101327-02","M","YES","YES","NO","PS Validated"
"0101327","0101327-03","M","YES","NO","NO","PS Validated"
"0101327","0101327-04","M","YES","NO","NO","PS Validated"
"0101327","0101327-05","F","YES","NO","NO","PS Validated"
"0101327","0101327-06","F","YES","NO","NO","PS Validated"
"0101327","0101327-07","K","YES","NO","NO","PS Validated"
"0101327","0101327-08","K","YES","NO","NO","PS Validated"
"0101328","0101328-01","M","YES","YES","YES","PS Validated"
"0101328","0101328-02","M","YES","YES","YES","PS Validated"
"0101328","0101328-03","M","YES","YES","YES","PS Validated"
"0101328","0101328-04","M","YES","YES","YES","PS Validated"
"0101328","0101328-05","M","YES","YES","YES","PS Validated"
"0101328","0101328-06","F","YES","YES","YES","PS Validated"
"0101328","0101328-07","F","YES","YES","YES","PS Validated"
"0101328","0101328-08","F","YES","YES","NO","PS Validated"
"0101329","0101329-01","M","YES","YES","YES","PS Validated"
"0101329","0101329-02","M","YES","YES","YES","PS Validated"
"0101329","0101329-03","M","YES","YES","YES","PS Validated"
"0101329","0101329-04","F","YES","YES","YES","PS Validated"
"0101329","0101329-05","F","YES","YES","YES","PS Validated"
"0101330","0101330-01","M","YES","YES","YES","PS Validated"
"0101330","0101330-02","M","YES","YES","YES","PS Validated"
"0101330","0101330-03","M","YES","YES","YES","PS Validated"
"0101330","0101330-04","M","YES","YES","NO","PS Validated"
"0101330","0101330-05","F","YES","YES","NO","PS Validated"
"0101330","0101330-06","F","YES","YES","NO","PS Validated"
"0101331","0101331-01","K","YES","YES","NO","PS Validated"
"0101331","0101331-02","K","YES","YES","NO","PS Validated"
"0101331","0101331-03","K","YES","YES","NO","PS Validated"
"0101331","0101331-04","K","YES","YES","NO","PS Validated"
"0101331","0101331-05","K","YES","YES","NO","PS Validated"
"0101332","0101332-01","K","YES","YES","NO","PS Validated"
"0101332","0101332-02","K","YES","YES","NO","PS Validated"
"0101332","0101332-03","K","YES","YES","NO","PS Validated"
"0101332","0101332-04","K","YES","YES","NO","PS Validated"
"0101332","0101332-05","K","YES","YES","NO","PS Validated"
"0101430","0101430-01","K","YES","YES","YES","PS Validated"
"0101430","0101430-02","K","YES","YES","YES","PS Validated"
"0101430","0101430-03","K","YES","YES","YES","PS Validated"
"0101430","0101430-04","K","YES","YES","YES","PS Validated"
"0101430","0101430-05","K","YES","YES","NO","PS Validated"
"0101430","0101430-06","K","YES","NO","NO","PS Validated"
"0101448","0101448-01","K","YES","YES","NO","PS Validated"
"0101448","0101448-02","K","YES","YES","NO","PS Validated"
"0101448","0101448-03","K","YES","YES","NO","PS Validated"
"0101448","0101448-04","K","YES","YES","NO","PS Validated"
"0101448","0101448-05","K","YES","YES","NO","PS Validated"
"0101448","0101448-06","K","YES","YES","NO","PS Validated"
"0101448","0101448-07","K","YES","YES","NO","PS Validated"
"0101448","0101448-08","K","YES","YES","NO","PS Validated"
"0101448","0101448-09","K","YES","YES","NO","PS Validated"
"0101448","0101448-10","K","YES","YES","NO","PS Validated"
"0101448","0101448-11","K","YES","YES","NO","PS Validated"
"0101448","0101448-12","K","YES","YES","NO","PS Validated"
"0101448","0101448-13","K","YES","YES","NO","PS Validated"
"0101448","0101448-14","K","YES","YES","NO","PS Validated"
"0101448","0101448-15","K","YES","YES","NO","PS Validated"
"0101449","0101449-01","K","YES","YES","NO","PS Validated"
"0101449","0101449-02","K","YES","YES","NO","PS Validated"
"0101449","0101449-03","K","YES","YES","NO","PS Validated"
"0101449","0101449-04","K","YES","YES","NO","PS Validated"
"0101449","0101449-05","K","YES","YES","NO","PS Validated"
"0101449","0101449-06","K","YES","YES","NO","PS Validated"
"0101473","0101473-01","K","YES","YES","NO","PS Validated"
"0101473","0101473-02","K","YES","YES","NO","PS Validated"
"0101473","0101473-03","K","YES","YES","NO","PS Validated"
"0101473","0101473-04","K","YES","YES","NO","PS Validated"
"0101473","0101473-05","K","YES","YES","NO","PS Validated"
"0101473","0101473-06","K","YES","YES","NO","PS Validated"
"0101473","0101473-07","K","YES","YES","NO","PS Validated"
"0101473","0101473-08","K","YES","YES","NO","PS Validated"
"0101488","0101488-01","M","YES","YES","YES","PS Validated"
"0101488","0101488-02","M","YES","YES","YES","PS Validated"
"0101488","0101488-03","F","YES","YES","YES","PS Validated"
"0101489","0101489-01","M","YES","YES","YES","PS Validated"
"0101489","0101489-02","M","YES","YES","YES","PS Validated"
"0101489","0101489-03","M","YES","YES","YES","PS Validated"
"0101489","0101489-04","F","YES","YES","YES","PS Validated"
"0101489","0101489-05","F","YES","YES","YES","PS Validated"
"0101490","0101490-01","M","YES","YES","YES","PS Validated"
"0101490","0101490-02","M","YES","YES","YES","PS Validated"
"0101490","0101490-03","F","YES","YES","NO","PS Validated"
"0101490","0101490-04","F","YES","YES","NO","PS Validated"
"0101491","0101491-01","M","YES","YES","YES","PS Validated"
"0101491","0101491-02","M","YES","YES","YES","PS Validated"
"0101491","0101491-03","F","YES","YES","YES","PS Validated"
"0101492","0101492-01","M","YES","YES","YES","PS Validated"
"0101492","0101492-02","M","YES","YES","YES","PS Validated"
"0101492","0101492-03","M","YES","YES","YES","PS Validated"
"0101492","0101492-04","F","YES","YES","YES","PS Validated"
"0101493","0101493-01","M","YES","YES","YES","PS Validated"
"0101493","0101493-02","M","YES","YES","YES","PS Validated"
"0101493","0101493-03","M","YES","YES","YES","PS Validated"
"0101493","0101493-04","F","YES","YES","YES","PS Validated"
"0101495","0101495-01","M","YES","YES","YES","PS Validated"
"0101495","0101495-02","M","YES","YES","YES","PS Validated"
"0101495","0101495-03","M","YES","YES","YES","PS Validated"
"0101495","0101495-04","F","YES","YES","YES","PS Validated"
"0101496","0101496-01","M","YES","YES","YES","PS Validated"
"0101496","0101496-02","M","YES","YES","YES","PS Validated"
"0101496","0101496-03","F","YES","YES","YES","PS Validated"
"0101497","0101497-01","M","YES","YES","YES","PS Validated"
"0101497","0101497-02","M","YES","YES","YES","PS Validated"
"0101497","0101497-03","M","YES","YES","YES","PS Validated"
"0101497","0101497-04","F","YES","YES","YES","PS Validated"
"0101498","0101498-01","M","YES","YES","YES","PS Validated"
"0101498","0101498-02","M","YES","YES","YES","PS Validated"
"0101498","0101498-03","F","YES","YES","NO","PS Validated"
"0101499","0101499-01","M","YES","YES","YES","PS Validated"
"0101499","0101499-02","M","YES","YES","NO","PS Validated"
"0101499","0101499-03","M","YES","YES","NO","PS Validated"
"0101499","0101499-04","F","YES","YES","NO","PS Validated"
"0101499","0101499-05","F","YES","YES","NO","PS Validated"
"0101500","0101500-01","M","YES","YES","YES","PS Validated"
"0101500","0101500-02","M","YES","YES","YES","PS Validated"
"0101500","0101500-03","M","YES","YES","YES","PS Validated"
"0101500","0101500-04","M","YES","YES","YES","PS Validated"
"0101500","0101500-05","F","YES","YES","NO","PS Validated"
"0101501","0101501-01","M","YES","YES","YES","PS Validated"
"0101501","0101501-02","M","YES","YES","YES","PS Validated"
"0101501","0101501-03","M","YES","YES","YES","PS Validated"
"0101501","0101501-04","M","YES","YES","YES","PS Validated"
"0101501","0101501-05","F","YES","YES","YES","PS Validated"
"0101502","0101502-01","M","YES","YES","YES","PS Validated"
"0101502","0101502-02","M","YES","YES","YES","PS Validated"
"0101502","0101502-03","F","YES","YES","YES","PS Validated"
"0101503","0101503-01","M","YES","YES","YES","PS Validated"
"0101503","0101503-02","M","YES","YES","YES","PS Validated"
"0101503","0101503-03","M","YES","YES","YES","PS Validated"
"0101503","0101503-04","F","YES","YES","YES","PS Validated"
"0101503","0101503-05","F","YES","YES","YES","PS Validated"
"0101504","0101504-01","M","YES","YES","YES","PS Validated"
"0101504","0101504-02","M","YES","YES","YES","PS Validated"
"0101504","0101504-03","M","YES","YES","YES","PS Validated"
"0101504","0101504-04","F","YES","YES","YES","PS Validated"
"0101505","0101505-01","M","YES","YES","YES","PS Validated"
"0101505","0101505-02","M","YES","YES","YES","PS Validated"
"0101505","0101505-03","F","YES","YES","YES","PS Validated"
"0101506","0101506-01","M","YES","YES","YES","PS Validated"
"0101506","0101506-02","F","YES","YES","YES","PS Validated"
"0101507","0101507-01","M","YES","YES","YES","PS Validated"
"0101507","0101507-02","M","YES","YES","YES","PS Validated"
"0101507","0101507-03","F","YES","YES","YES","PS Validated"
"0101508","0101508-01","M","YES","YES","YES","PS Validated"
"0101508","0101508-02","M","YES","YES","YES","PS Validated"
"0101508","0101508-03","F","YES","YES","YES","PS Validated"
"0101509","0101509-01","K","YES","YES","NO","PS Validated"
"0101509","0101509-02","K","YES","YES","NO","PS Validated"
"0101509","0101509-03","K","YES","YES","NO","PS Validated"
"0101509","0101509-04","K","YES","YES","NO","PS Validated"
"0101509","0101509-05","K","YES","YES","NO","PS Validated"
"0101509","0101509-06","K","YES","YES","NO","PS Validated"
"0101510","0101510-01","K","YES","YES","NO","PS Validated"
"0101510","0101510-02","K","YES","YES","NO","PS Validated"
"0101510","0101510-03","K","YES","YES","NO","PS Validated"
"0101510","0101510-04","K","YES","YES","NO","PS Validated"
"0101510","0101510-05","K","YES","YES","NO","PS Validated"
"0101510","0101510-06","K","YES","YES","NO","PS Validated"
"0101511","0101511-01","K","YES","YES","NO","PS Validated"
"0101511","0101511-02","K","YES","YES","NO","PS Validated"
"0101511","0101511-03","K","YES","YES","NO","PS Validated"
"0101511","0101511-04","K","YES","YES","NO","PS Validated"
"0101511","0101511-05","K","YES","YES","NO","PS Validated"
"0101511","0101511-06","K","YES","YES","NO","PS Validated"
"0101512","0101512-01","M","YES","YES","YES","PS Validated"
"0101512","0101512-02","M","YES","YES","NO","PS Validated"
"0101512","0101512-03","M","YES","YES","NO","PS Validated"
"0101512","0101512-04","M","YES","YES","NO","PS Validated"
"0101512","0101512-05","M","YES","YES","NO","PS Validated"
"0101512","0101512-06","M","YES","YES","NO","PS Validated"
"0101512","0101512-07","M","YES","YES","NO","PS Validated"
"0101512","0101512-08","K","YES","NO","NO","PS Validated"
"0101512","0101512-09","K","YES","NO","NO","PS Validated"
"0101512","0101512-10","K","YES","NO","NO","PS Validated"
"0101512","0101512-11","K","YES","NO","NO","PS Validated"
"0101512","0101512-12","K","YES","NO","NO","PS Validated"
"0101513","0101513-01","K","YES","YES","YES","PS Validated"
"0101513","0101513-02","K","YES","YES","NO","PS Validated"
"0101513","0101513-03","K","YES","YES","NO","PS Validated"
"0101513","0101513-04","K","YES","YES","NO","PS Validated"
"0101513","0101513-05","K","YES","YES","NO","PS Validated"
"0101514","0101514-01","K","YES","YES","NO","PS Validated"
"0101514","0101514-02","K","YES","YES","NO","PS Validated"
"0101514","0101514-03","K","YES","YES","NO","PS Validated"
"0101514","0101514-04","K","YES","YES","NO","PS Validated"
"0101514","0101514-05","K","YES","YES","NO","PS Validated"
"0102463","0102463-01","M","YES","YES","YES","PS Validated"
"0102463","0102463-02","M","YES","YES","YES","PS Validated"
"0102463","0102463-03","M","YES","YES","YES","PS Validated"
"0102463","0102463-04","F","YES","YES","YES","PS Validated"
"0102463","0102463-05","F","YES","YES","YES","PS Validated"
"0102463","0102463-06","K","YES","YES","YES","PS Validated"
"0102463","0102463-07","K","YES","YES","YES","PS Validated"
"0102464","0102464-01","M","YES","YES","YES","PS Validated"
"0102464","0102464-02","M","YES","YES","YES","PS Validated"
"0102464","0102464-03","M","YES","YES","YES","PS Validated"
"0102464","0102464-04","F","YES","YES","YES","PS Validated"
"0102464","0102464-05","K","YES","YES","YES","PS Validated"
"0102464","0102464-06","K","YES","YES","YES","PS Validated"
"0102464","0102464-07","K","YES","YES","YES","PS Validated"
"0102464","0102464-08","K","YES","YES","YES","PS Validated"
"0102465","0102465-01","M","YES","YES","YES","PS Validated"
"0102465","0102465-02","F","YES","YES","YES","PS Validated"
"0102465","0102465-03","K","YES","YES","YES","PS Validated"
"0102465","0102465-04","K","YES","YES","NO","PS Validated"
"0102466","0102466-01","M","YES","YES","YES","PS Validated"
"0102466","0102466-02","M","YES","YES","YES","PS Validated"
"0102466","0102466-03","M","YES","YES","YES","PS Validated"
"0102466","0102466-04","F","YES","YES","YES","PS Validated"
"0102466","0102466-05","F","YES","YES","YES","PS Validated"
"0102467","0102467-01","M","YES","YES","YES","PS Validated"
"0102467","0102467-02","M","YES","YES","YES","PS Validated"
"0102467","0102467-03","F","YES","YES","YES","PS Validated"
"0102467","0102467-04","F","YES","YES","YES","PS Validated"
"0102467","0102467-05","K","YES","YES","YES","PS Validated"
"0102467","0102467-06","K","YES","YES","YES","PS Validated"
"0102468","0102468-01","M","YES","YES","YES","PS Validated"
"0102468","0102468-02","M","YES","YES","YES","PS Validated"
"0102468","0102468-03","M","YES","YES","YES","PS Validated"
"0102468","0102468-04","M","YES","YES","YES","PS Validated"
"0102468","0102468-05","M","YES","YES","YES","PS Validated"
"0102468","0102468-06","F","YES","YES","YES","PS Validated"
"0102468","0102468-07","F","YES","YES","YES","PS Validated"
"0102468","0102468-08","K","YES","YES","YES","PS Validated"
"0102468","0102468-09","K","YES","YES","YES","PS Validated"
"0102469","0102469-01","M","YES","YES","YES","PS Validated"
"0102469","0102469-02","F","YES","YES","YES","PS Validated"
"0102469","0102469-03","K","YES","YES","YES","PS Validated"
"0102469","0102469-04","K","YES","YES","YES","PS Validated"
"0102470","0102470-01","M","YES","YES","YES","PS Validated"
"0102470","0102470-02","M","YES","YES","NO","PS Validated"
"0102470","0102470-03","M","YES","YES","NO","PS Validated"
"0102470","0102470-04","F","YES","YES","NO","PS Validated"
"0102470","0102470-05","F","YES","YES","NO","PS Validated"
"0102470","0102470-06","K","YES","YES","NO","PS Validated"
"0102470","0102470-07","K","YES","YES","NO","PS Validated"
"0102471","0102471-01","M","YES","YES","YES","PS Validated"
"0102471","0102471-02","M","YES","YES","YES","PS Validated"
"0102471","0102471-03","F","YES","YES","YES","PS Validated"
"0102471","0102471-04","F","YES","YES","YES","PS Validated"
"0102471","0102471-05","K","YES","NO","NO","PS Validated"
"0102471","0102471-06","K","YES","NO","NO","PS Validated"
"0102472","0102472-01","M","YES","YES","YES","PS Validated"
"0102472","0102472-02","M","YES","YES","YES","PS Validated"
"0102472","0102472-03","F","YES","YES","YES","PS Validated"
"0102474","0102474-01","K","YES","YES","YES","PS Validated"
"0102474","0102474-02","K","YES","YES","YES","PS Validated"
"0102474","0102474-03","K","YES","YES","YES","PS Validated"
"0102474","0102474-04","K","YES","YES","YES","PS Validated"
"0102474","0102474-05","K","YES","YES","YES","PS Validated"
"0102474","0102474-06","K","YES","NO","NO","PS Validated"
"0102475","0102475-01","K","YES","YES","YES","PS Validated"
"0102475","0102475-02","K","YES","YES","NO","PS Validated"
"0102475","0102475-03","K","YES","YES","NO","PS Validated"
"0102475","0102475-04","K","YES","YES","NO","PS Validated"
"0102475","0102475-05","K","YES","YES","NO","PS Validated"
"0102475","0102475-06","K","YES","YES","NO","PS Validated"
"0103333","0103333-01","M","YES","YES","YES","PS Validated"
"0103333","0103333-02","M","YES","YES","YES","PS Validated"
"0103333","0103333-03","F","YES","YES","NO","PS Validated"
"0103334","0103334-01","M","YES","YES","YES","PS Validated"
"0103334","0103334-02","M","YES","YES","YES","PS Validated"
"0103334","0103334-03","F","YES","YES","NO","PS Validated"
"0103335","0103335-01","M","YES","YES","YES","PS Validated"
"0103335","0103335-02","M","YES","YES","YES","PS Validated"
"0103335","0103335-03","F","YES","YES","YES","PS Validated"
"0103336","0103336-01","M","YES","YES","YES","PS Validated"
"0103336","0103336-02","M","YES","YES","YES","PS Validated"
"0103336","0103336-03","F","YES","YES","YES","PS Validated"
"0103337","0103337-01","M","YES","YES","YES","PS Validated"
