pc_code,ps_code,ps_type,vr_final_total_19
1715207,1715207-01,M,400
1715207,1715207-02,M,224
1715207,1715207-03,M,223
1715207,1715207-04,F,400
1715207,1715207-05,F,209
1715207,1715207-06,F,208
1715208,1715208-01,M,400
1715208,1715208-02,M,290
1715208,1715208-03,M,290
1715208,1715208-04,F,400
1715208,1715208-05,F,320
1715208,1715208-06,F,319
1715209,1715209-01,M,261
1715209,1715209-02,M,261
1715209,1715209-03,F,229
1715209,1715209-04,F,229
1715210,1715210-01,M,400
1715210,1715210-02,M,400
1715210,1715210-03,M,400
1715210,1715210-04,M,353
1715210,1715210-05,M,353
1715210,1715210-06,F,400
1715210,1715210-07,F,400
1715210,1715210-08,F,325
1715210,1715210-09,F,324
1715211,1715211-01,M,358
1715211,1715211-02,M,358
1715211,1715211-03,F,351
1715211,1715211-04,F,351
1715212,1715212-01,M,400
1715212,1715212-02,M,254
1715212,1715212-03,M,253
1715212,1715212-04,F,267
1715212,1715212-05,F,267
1715213,1715213-01,M,400
1715213,1715213-02,M,400
1715213,1715213-03,M,400
1715213,1715213-04,M,379
1715213,1715213-05,M,378
1715213,1715213-06,F,400
1715213,1715213-07,F,269
1715213,1715213-08,F,268
1715214,1715214-01,M,400
1715214,1715214-02,M,242
1715214,1715214-03,M,241
1715214,1715214-04,F,337
1715214,1715214-05,F,337
1717226,1717226-01,M,224
1717226,1717226-02,F,196
1717227,1717227-01,M,2
1717228,1717228-01,M,3
1717228,1717228-02,F,2
1717229,1717229-01,M,268
1717229,1717229-02,M,267
1717229,1717229-03,F,191
1717230,1717230-01,M,121
1717230,1717230-02,F,90
1717231,1717231-01,M,355
1717231,1717231-02,M,354
1717231,1717231-03,F,235
1717231,1717231-04,F,235
1717232,1717232-01,M,400
1717232,1717232-02,M,204
1717232,1717232-03,M,204
1717232,1717232-04,F,205
1717232,1717232-05,F,204
1717233,1717233-01,M,400
1717233,1717233-02,M,326
1717233,1717233-03,M,326
1717233,1717233-04,F,258
1717233,1717233-05,F,257
1717234,1717234-01,M,400
1717234,1717234-02,M,285
1717234,1717234-03,M,284
1717234,1717234-04,F,400
1717234,1717234-05,F,250
1717234,1717234-06,F,250
1719246,1719246-01,M,216
1719246,1719246-02,M,216
1719246,1719246-03,F,230
1719246,1719246-04,F,229
1719247,1719247-01,M,159
1719247,1719247-02,F,138
1719248,1719248-01,M,210
1719248,1719248-02,M,209
1719248,1719248-03,F,202
1719248,1719248-04,F,201
1719249,1719249-01,M,400
1719249,1719249-02,M,230
1719249,1719249-03,M,229
1719249,1719249-04,F,400
1719249,1719249-05,F,253
1719249,1719249-06,F,252
1719250,1719250-01,M,288
1719250,1719250-02,M,288
1719250,1719250-03,F,279
1719250,1719250-04,F,278
1719251,1719251-01,M,314
1719251,1719251-02,M,314
1719251,1719251-03,F,393
1719251,1719251-04,F,392
1719252,1719252-01,M,170
1719252,1719252-02,F,163
1719253,1719253-01,M,294
1719253,1719253-02,F,362
1719254,1719254-01,M,261
1719254,1719254-02,F,279
1720255,1720255-01,M,400
1720255,1720255-02,M,400
1720255,1720255-03,M,271
1720255,1720255-04,M,270
1720255,1720255-05,F,400
1720255,1720255-06,F,305
1720255,1720255-07,F,305
1720256,1720256-01,M,400
1720256,1720256-02,M,228
1720256,1720256-03,M,227
1720256,1720256-04,F,218
1720257,1720257-01,M,10
1720257,1720257-02,F,229
1720257,1720257-03,F,229
1720258,1720258-01,M,272
1720258,1720258-02,F,235
1720259,1720259-01,M,178
1720259,1720259-02,F,122
1720260,1720260-01,M,400
1720260,1720260-02,M,368
1720260,1720260-03,M,368
1720260,1720260-04,F,400
1720260,1720260-05,F,243
1720260,1720260-06,F,242
1720261,1720261-01,M,258
1720261,1720261-02,F,267
1721262,1721262-01,M,400
1721262,1721262-02,M,400
1721262,1721262-03,M,282
1721262,1721262-04,M,281
1721262,1721262-05,F,344
1721262,1721262-06,F,343
1721263,1721263-01,M,400
1721263,1721263-02,M,220
1721263,1721263-03,M,219
1721263,1721263-04,F,326
1721263,1721263-05,F,325
1721264,1721264-01,M,400
1721264,1721264-02,M,293
1721264,1721264-03,M,292
1721264,1721264-04,F,331
1721264,1721264-05,F,331
1721265,1721265-01,M,385
1721265,1721265-02,F,297
1721266,1721266-01,M,285
1721266,1721266-02,M,285
1721266,1721266-03,F,295
1721266,1721266-04,F,295
1721267,1721267-01,M,400
1721267,1721267-02,M,234
1721267,1721267-03,M,233
1721267,1721267-04,F,400
1721267,1721267-05,F,222
1721267,1721267-06,F,222
1722268,1722268-01,M,291
1722268,1722268-02,F,99
1722269,1722269-01,M,303
1722269,1722269-02,F,303
1722270,1722270-01,M,271
1722270,1722270-02,M,271
1722270,1722270-03,F,370
1722270,1722270-04,F,369
1722271,1722271-01,M,270
1722271,1722271-02,M,270
1722271,1722271-03,F,363
1722271,1722271-04,F,363
1722272,1722272-01,M,314
1722272,1722272-02,M,313
1722272,1722272-03,F,301
1722272,1722272-04,F,301
1722273,1722273-01,M,400
1722273,1722273-02,M,400
1722273,1722273-03,M,400
1722273,1722273-04,M,205
1722273,1722273-05,M,205
1722273,1722273-06,F,400
1722273,1722273-07,F,400
1722273,1722273-08,F,400
1722273,1722273-09,F,278
1722273,1722273-10,F,277
1722274,1722274-01,M,375
1722274,1722274-02,F,203
1722274,1722274-03,F,202
1723275,1723275-01,M,213
1723275,1723275-02,F,267
1723276,1723276-01,M,306
1723276,1723276-02,F,293
1723277,1723277-01,M,400
1723277,1723277-02,M,400
1723277,1723277-03,M,268
1723277,1723277-04,M,267
1723277,1723277-05,F,400
1723277,1723277-06,F,304
1723277,1723277-07,F,304
1723278,1723278-01,M,303
1723278,1723278-02,F,276
1723279,1723279-01,M,306
1723279,1723279-02,F,300
1723280,1723280-01,M,200
1723280,1723280-02,F,192
1723281,1723281-01,M,176
1723281,1723281-02,F,151
1723282,1723282-01,M,128
1723282,1723282-02,F,134
1724283,1724283-01,M,169
1724283,1724283-02,F,188
1724284,1724284-01,M,281
1724284,1724284-02,M,281
1724284,1724284-03,F,296
1724284,1724284-04,F,296
1724285,1724285-01,M,185
1724285,1724285-02,F,211
1724286,1724286-01,M,267
1724286,1724286-02,M,266
1724286,1724286-03,F,246
1724286,1724286-04,F,246
1724287,1724287-01,M,233
1724287,1724287-02,F,385
1724288,1724288-01,M,379
1724288,1724288-02,F,242
1724288,1724288-03,F,241
1724289,1724289-01,M,332
1724289,1724289-02,F,250
1724289,1724289-03,F,250
1724290,1724290-01,M,377
1724290,1724290-02,F,225
1724290,1724290-03,F,225
1724291,1724291-01,M,202
1724291,1724291-02,F,170
1725292,1725292-01,M,331
1725292,1725292-02,F,289
1725293,1725293-01,M,303
1725293,1725293-02,M,303
1725293,1725293-03,F,291
1725293,1725293-04,F,291
1725294,1725294-01,M,206
1725294,1725294-02,M,205
1725294,1725294-03,F,228
1725294,1725294-04,F,228
1725295,1725295-01,M,299
1725295,1725295-02,F,266
1726296,1726296-01,M,385
1726296,1726296-02,F,207
1726297,1726297-01,M,308
1726297,1726297-02,F,52
1726298,1726298-01,M,206
1726298,1726298-02,M,205
1726298,1726298-03,F,296
1726299,1726299-01,M,296
1726299,1726299-02,F,212
1726300,1726300-01,M,318
1726300,1726300-02,M,318
1726300,1726300-03,F,373
1726301,1726301-01,M,268
1726301,1726301-02,F,155
1726302,1726302-01,M,235
1726302,1726302-02,F,42
1727303,1727303-01,M,272
1727303,1727303-02,F,346
1727304,1727304-01,M,282
1727304,1727304-02,F,318
1727305,1727305-01,M,184
1727305,1727305-02,F,196
1727306,1727306-01,M,235
1727306,1727306-02,F,291
1727307,1727307-01,M,275
1727307,1727307-02,M,274
1727307,1727307-03,F,267
1727307,1727307-04,F,266
1727308,1727308-01,M,378
1727308,1727308-02,F,290
1727309,1727309-01,M,326
1727309,1727309-02,F,206
1727310,1727310-01,M,222
1727310,1727310-02,M,221
1727310,1727310-03,F,252
1727310,1727310-04,F,251
1727311,1727311-01,M,229
1727311,1727311-02,M,228
1727311,1727311-03,F,293
1727311,1727311-04,F,293
1727312,1727312-01,M,216
1727312,1727312-02,M,215
1727312,1727312-03,F,203
1727312,1727312-04,F,203
1728313,1728313-01,M,371
1728313,1728313-02,F,350
1728314,1728314-01,M,223
1728314,1728314-02,F,207
1728315,1728315-01,M,142
1728315,1728315-02,F,144
1728316,1728316-01,M,261
1728316,1728316-02,M,261
1728316,1728316-03,F,260
1728316,1728316-04,F,259
1728317,1728317-01,M,253
1728317,1728317-02,F,215
1728318,1728318-01,M,139
1728318,1728318-02,F,17
1728319,1728319-01,M,204
1728319,1728319-02,M,204
1728319,1728319-03,F,321
1728320,1728320-01,M,319
1728320,1728320-02,F,295
1728321,1728321-01,M,336
1728321,1728321-02,F,155
1728322,1728322-01,M,12
1728322,1728322-02,F,3
1801001,1801001-01,M,400
1801001,1801001-02,M,400
1801001,1801001-03,M,400
1801001,1801001-04,M,400
1801001,1801001-05,M,287
1801001,1801001-06,M,286
1801001,1801001-07,F,400
1801001,1801001-08,F,400
1801001,1801001-09,F,286
1801001,1801001-10,F,285
1801002,1801002-01,M,400
1801002,1801002-02,M,344
1801002,1801002-03,M,344
1801002,1801002-04,F,400
1801002,1801002-05,F,400
1801002,1801002-06,F,221
1801002,1801002-07,F,220
1801003,1801003-01,M,400
1801003,1801003-02,M,312
1801003,1801003-03,M,311
1801003,1801003-04,F,400
1801003,1801003-05,F,326
1801003,1801003-06,F,326
1801004,1801004-01,M,400
1801004,1801004-02,M,286
1801004,1801004-03,M,286
1801004,1801004-04,F,400
1801004,1801004-05,F,330
1801004,1801004-06,F,329
1801005,1801005-01,M,346
1801005,1801005-02,M,346
1801005,1801005-03,F,400
1801005,1801005-04,F,252
1801005,1801005-05,F,251
1801006,1801006-01,M,345
1801006,1801006-02,M,344
1801006,1801006-03,F,274
1801006,1801006-04,F,274
1801007,1801007-01,M,400
1801007,1801007-02,M,380
1801007,1801007-03,M,380
1801007,1801007-04,F,393
1801007,1801007-05,F,393
1801008,1801008-01,M,400
1801008,1801008-02,M,400
1801008,1801008-03,M,400
1801008,1801008-04,M,400
1801008,1801008-05,M,400
1801008,1801008-06,M,214
1801008,1801008-07,M,214
1801008,1801008-08,F,400
1801008,1801008-09,F,400
1801008,1801008-10,F,343
1801008,1801008-11,F,342
1801009,1801009-01,M,281
1801009,1801009-02,M,280
1801009,1801009-03,F,257
1801009,1801009-04,F,256
1801010,1801010-01,M,400
1801010,1801010-02,M,400
1801010,1801010-03,M,262
1801010,1801010-04,M,262
1801010,1801010-05,F,400
1801010,1801010-06,F,345
1801010,1801010-07,F,344
1801011,1801011-01,M,400
1801011,1801011-02,M,400
1801011,1801011-03,M,232
1801011,1801011-04,M,231
1801011,1801011-05,F,400
1801011,1801011-06,F,215
1801011,1801011-07,F,214
1801012,1801012-01,M,400
1801012,1801012-02,M,400
1801012,1801012-03,M,400
1801012,1801012-04,M,400
1801012,1801012-05,M,400
1801012,1801012-06,M,215
1801012,1801012-07,M,214
1801012,1801012-08,F,400
1801012,1801012-09,F,400
1801012,1801012-10,F,284
1801012,1801012-11,F,283
1801013,1801013-01,M,400
1801013,1801013-02,M,327
1801013,1801013-03,M,327
1801013,1801013-04,F,203
1801013,1801013-05,F,202
1801014,1801014-01,M,400
1801014,1801014-02,M,238
1801014,1801014-03,M,238
1801014,1801014-04,F,364
1801014,1801014-05,F,364
1801015,1801015-01,M,318
1801015,1801015-02,F,334
1801016,1801016-01,M,400
1801016,1801016-02,M,304
1801016,1801016-03,M,303
1801016,1801016-04,F,400
1801016,1801016-05,F,361
1801016,1801016-06,F,361
1801017,1801017-01,M,400
1801017,1801017-02,M,400
1801017,1801017-03,M,400
1801017,1801017-04,M,400
1801017,1801017-05,M,400
1801017,1801017-06,M,400
1801017,1801017-07,M,266
1801017,1801017-08,M,265
1801017,1801017-09,F,400
1801017,1801017-10,F,400
1801017,1801017-11,F,400
1801017,1801017-12,F,400
1801017,1801017-13,F,267
1801017,1801017-14,F,266
1801018,1801018-01,M,400
1801018,1801018-02,M,376
1801018,1801018-03,M,375
1801018,1801018-04,F,400
1801018,1801018-05,F,248
1801018,1801018-06,F,248
1801019,1801019-01,M,218
1801019,1801019-02,M,218
1801019,1801019-03,F,190
1801020,1801020-01,M,400
1801020,1801020-02,M,400
1801020,1801020-03,M,343
1801020,1801020-04,M,343
1801020,1801020-05,F,400
1801020,1801020-06,F,268
1801020,1801020-07,F,268
1801021,1801021-01,M,400
1801021,1801021-02,M,311
1801021,1801021-03,M,311
1801021,1801021-04,F,400
1801021,1801021-05,F,232
1801021,1801021-06,F,232
1801022,1801022-01,M,375
1801022,1801022-02,F,289
1801023,1801023-01,M,258
1801023,1801023-02,M,257
1801023,1801023-03,F,285
1801024,1801024-01,M,148
1801024,1801024-02,F,176
1801025,1801025-01,M,400
1801025,1801025-02,M,211
1801025,1801025-03,M,210
1801025,1801025-04,F,211
1801025,1801025-05,F,211
1801026,1801026-01,M,400
1801026,1801026-02,M,400
1801026,1801026-03,M,357
1801026,1801026-04,M,356
1801026,1801026-05,F,400
1801026,1801026-06,F,267
1801026,1801026-07,F,267
1801027,1801027-01,M,361
1801027,1801027-02,M,360
1801027,1801027-03,F,377
1801028,1801028-01,M,261
1801028,1801028-02,F,156
1801029,1801029-01,M,399
1801029,1801029-02,F,209
1801029,1801029-03,F,208
1801030,1801030-01,M,400
1801030,1801030-02,M,400
1801030,1801030-03,M,304
1801030,1801030-04,M,304
1801030,1801030-05,F,400
1801030,1801030-06,F,297
1801030,1801030-07,F,297
1801031,1801031-01,M,400
1801031,1801031-02,M,400
1801031,1801031-03,M,234
1801031,1801031-04,M,233
1801031,1801031-05,F,400
1801031,1801031-06,F,400
1801031,1801031-07,F,227
1801031,1801031-08,F,227
1801032,1801032-01,M,400
1801032,1801032-02,M,309
1801032,1801032-03,M,308
1801032,1801032-04,F,400
1801032,1801032-05,F,267
1801032,1801032-06,F,266
1801033,1801033-01,M,246
1801033,1801033-02,M,245
1801033,1801033-03,F,244
1801033,1801033-04,F,244
1801034,1801034-01,M,360
1801034,1801034-02,M,359
1801034,1801034-03,F,212
1801034,1801034-04,F,212
1801035,1801035-01,M,340
1801035,1801035-02,M,339
1801035,1801035-03,F,239
1801035,1801035-04,F,238
1801036,1801036-01,M,249
1801036,1801036-02,M,249
1801036,1801036-03,F,279
1801037,1801037-01,M,400
1801037,1801037-02,M,276
1801037,1801037-03,M,275
1801037,1801037-04,F,285
1801037,1801037-05,F,285
1801038,1801038-01,M,400
1801038,1801038-02,M,400
1801038,1801038-03,M,367
1801038,1801038-04,M,366
1801038,1801038-05,F,400
1801038,1801038-06,F,400
1801038,1801038-07,F,244
1801038,1801038-08,F,244
1801039,1801039-01,M,306
1801039,1801039-02,M,306
1801039,1801039-03,F,219
1801039,1801039-04,F,218
1802040,1802040-01,M,327
1802040,1802040-02,M,327
1802040,1802040-03,F,289
1802040,1802040-04,F,288
1802041,1802041-01,M,400
1802041,1802041-02,M,346
1802041,1802041-03,M,346
1802041,1802041-04,F,400
1802041,1802041-05,F,355
1802041,1802041-06,F,354
1802042,1802042-01,M,216
1802042,1802042-02,M,215
1802042,1802042-03,F,400
1802043,1802043-01,M,363
1802043,1802043-02,M,363
1802043,1802043-03,F,290
1802043,1802043-04,F,290
1802044,1802044-01,M,287
1802044,1802044-02,F,266
1802045,1802045-01,M,286
1802045,1802045-02,M,285
1802045,1802045-03,F,223
1802045,1802045-04,F,223
1803046,1803046-01,M,400
1803046,1803046-02,M,400
1803046,1803046-03,M,400
1803046,1803046-04,M,296
1803046,1803046-05,M,296
1803046,1803046-06,F,400
1803046,1803046-07,F,400
1803046,1803046-08,F,400
1803046,1803046-09,F,262
1803046,1803046-10,F,261
1803047,1803047-01,M,346
1803047,1803047-02,M,346
1803047,1803047-03,F,343
1803047,1803047-04,F,343
1803048,1803048-01,M,304
1803048,1803048-02,M,303
1803048,1803048-03,F,315
1803049,1803049-01,M,396
1803049,1803049-02,M,396
1803049,1803049-03,F,400
1803049,1803049-04,F,205
1803049,1803049-05,F,205
1803050,1803050-01,M,400
1803050,1803050-02,M,400
1803050,1803050-03,M,296
1803050,1803050-04,M,295
1803050,1803050-05,F,400
1803050,1803050-06,F,379
1803050,1803050-07,F,379
1803051,1803051-01,M,399
1803051,1803051-02,M,399
1803051,1803051-03,F,375
1803051,1803051-04,F,374
1803052,1803052-01,M,375
1803052,1803052-02,F,349
1803053,1803053-01,M,369
1803053,1803053-02,M,368
1803053,1803053-03,F,289
1803053,1803053-04,F,288
1803054,1803054-01,M,286
1803054,1803054-02,F,393
1804055,1804055-01,M,400
1804055,1804055-02,M,384
1804055,1804055-03,M,383
1804055,1804055-04,F,400
1804055,1804055-05,F,400
1804055,1804055-06,F,382
1804055,1804055-07,F,382
1804056,1804056-01,M,400
1804056,1804056-02,M,362
1804056,1804056-03,M,361
1804056,1804056-04,F,400
1804056,1804056-05,F,380
1804056,1804056-06,F,380
1804057,1804057-01,M,400
1804057,1804057-02,M,280
1804057,1804057-03,M,279
1804057,1804057-04,F,400
1804057,1804057-05,F,215
1804057,1804057-06,F,215
1804058,1804058-01,M,279
1804058,1804058-02,F,118
1804059,1804059-01,M,400
1804059,1804059-02,M,400
1804059,1804059-03,M,358
1804059,1804059-04,M,358
1804059,1804059-05,F,400
1804059,1804059-06,F,370
1804059,1804059-07,F,370
1804060,1804060-01,M,341
1804060,1804060-02,M,340
1804060,1804060-03,F,386
1804060,1804060-04,F,385
1804061,1804061-01,M,194
1804061,1804061-02,F,176
1804062,1804062-01,M,259
1804062,1804062-02,M,259
1804062,1804062-03,F,209
1804062,1804062-04,F,209
1804063,1804063-01,M,400
1804063,1804063-02,M,369
1804063,1804063-03,M,369
1804063,1804063-04,F,287
1804063,1804063-05,F,287
1804064,1804064-01,M,400
1804064,1804064-02,M,400
1804064,1804064-03,M,374
1804064,1804064-04,M,374
1804064,1804064-05,F,400
1804064,1804064-06,F,400
1804064,1804064-07,F,242
1804064,1804064-08,F,241
1805065,1805065-01,M,331
1805065,1805065-02,M,330
1805065,1805065-03,F,339
1805065,1805065-04,F,338
1805066,1805066-01,M,291
1805066,1805066-02,M,290
1805066,1805066-03,F,291
1805066,1805066-04,F,290
1805067,1805067-01,M,400
1805067,1805067-02,M,269
1805067,1805067-03,M,268
1805067,1805067-04,F,400
1805067,1805067-05,F,254
1805067,1805067-06,F,254
1805068,1805068-01,M,292
1805068,1805068-02,M,292
1805068,1805068-03,F,292
1805068,1805068-04,F,292
1805069,1805069-01,M,273
1805069,1805069-02,F,256
1805070,1805070-01,M,204
1805070,1805070-02,M,203
1805070,1805070-03,F,304
1805071,1805071-01,M,400
1805071,1805071-02,M,202
1805071,1805071-03,M,201
1805071,1805071-04,F,347
1805071,1805071-05,F,346
1805242,1805242-01,M,306
1805242,1805242-02,F,339
1805243,1805243-01,M,107
1805243,1805243-02,F,102
1805244,1805244-01,M,389
1805244,1805244-02,F,381
1805245,1805245-01,M,336
1805245,1805245-02,M,336
1805245,1805245-03,F,363
1805245,1805245-04,F,362
1805246,1805246-01,M,346
1805246,1805246-02,M,346
1805246,1805246-03,F,343
1805246,1805246-04,F,342
1806074,1806074-01,M,400
1806074,1806074-02,M,296
1806074,1806074-03,M,295
1806074,1806074-04,F,386
1806074,1806074-05,F,386
1806075,1806075-01,M,310
1806075,1806075-02,M,309
1806075,1806075-03,F,333
1806076,1806076-01,M,400
1806076,1806076-02,M,400
1806076,1806076-03,M,400
1806076,1806076-04,M,286
1806076,1806076-05,M,286
1806076,1806076-06,F,400
1806076,1806076-07,F,357
1806076,1806076-08,F,357
1806077,1806077-01,M,285
1806077,1806077-02,F,270
1807078,1807078-01,M,294
1807078,1807078-02,F,263
1807078,1807078-03,F,262
1807079,1807079-01,M,400
1807079,1807079-02,M,400
1807079,1807079-03,M,400
1807079,1807079-04,M,255
1807079,1807079-05,M,255
1807079,1807079-06,F,400
1807079,1807079-07,F,400
1807079,1807079-08,F,400
1807079,1807079-09,F,226
1807079,1807079-10,F,226
1807080,1807080-01,M,400
1807080,1807080-02,M,400
1807080,1807080-03,M,400
1807080,1807080-04,M,304
1807080,1807080-05,M,303
1807080,1807080-06,F,400
1807080,1807080-07,F,400
1807080,1807080-08,F,400
1807080,1807080-09,F,400
1807080,1807080-10,F,374
1807080,1807080-11,F,374
1807081,1807081-01,M,375
1807081,1807081-02,F,285
1807081,1807081-03,F,284
1807082,1807082-01,M,400
