"ps_code","post_audit_status","candidate_code","votes"
"0101066-05","Validated","101_1_13",69
"0101067-01","Validated","100_1_1",182
"0101067-01","Validated","101_1_13",124
"0101067-02","Validated","100_1_1",153
"0101067-02","Validated","101_1_13",154
"0101067-03","Validated","100_1_1",28
"0101067-03","Validated","101_1_13",24
"0101067-04","Invalidated","100_1_1",23
"0101067-04","Invalidated","101_1_13",21
"0101068-01","Validated","100_1_1",296
"0101068-01","Validated","101_1_13",284
"0101068-02","Recounted","100_1_1",205
"0101068-02","Recounted","101_1_13",184
"0101068-03","Validated","100_1_1",83
"0101068-03","Validated","101_1_13",83
"0101068-04","Validated","100_1_1",68
"0101068-04","Validated","101_1_13",48
"0101068-05","Validated","100_1_1",50
"0101068-05","Validated","101_1_13",58
"0101069-01","Validated","100_1_1",143
"0101069-01","Validated","101_1_13",147
"0101069-02","Validated","100_1_1",117
"0101069-02","Validated","101_1_13",123
"0101069-03","Validated","100_1_1",27
"0101069-03","Validated","101_1_13",31
"0101070-01","Validated","100_1_1",169
"0101070-01","Validated","101_1_13",390
"0101070-02","Recounted","100_1_1",167
"0101070-02","Recounted","101_1_13",402
"0101070-03","Recounted","100_1_1",135
"0101070-03","Recounted","101_1_13",436
"0101070-04","Validated","100_1_1",115
"0101070-04","Validated","101_1_13",217
"0101070-05","Validated","100_1_1",78
"0101070-05","Validated","101_1_13",92
"0101070-06","Validated","100_1_1",69
"0101070-06","Validated","101_1_13",82
"0101070-07","Validated","100_1_1",92
"0101070-07","Validated","101_1_13",112
"0101070-08","Validated","100_1_1",99
"0101070-08","Validated","101_1_13",102
"0101070-09","Validated","100_1_1",22
"0101070-09","Validated","101_1_13",52
"0101071-01","Validated","100_1_1",390
"0101071-01","Validated","101_1_13",156
"0101071-02","Validated","100_1_1",325
"0101071-02","Validated","101_1_13",147
"0101071-03","Validated","100_1_1",345
"0101071-03","Validated","101_1_13",99
"0101071-04","Validated","100_1_1",321
"0101071-04","Validated","101_1_13",99
"0101072-01","Validated","100_1_1",268
"0101072-01","Validated","101_1_13",157
"0101072-02","Validated","100_1_1",304
"0101072-02","Validated","101_1_13",149
"0101072-03","Recounted","100_1_1",158
"0101072-03","Recounted","101_1_13",67
"0101072-04","Recounted","100_1_1",145
"0101072-04","Recounted","101_1_13",58
"0101073-01","Validated","100_1_1",145
"0101073-01","Validated","101_1_13",436
"0101073-02","Recounted","100_1_1",121
"0101073-02","Recounted","101_1_13",454
"0101073-03","Recounted","100_1_1",120
"0101073-03","Recounted","101_1_13",453
"0101073-04","Validated","100_1_1",77
"0101073-04","Validated","101_1_13",155
"0101073-05","Validated","100_1_1",72
"0101073-05","Validated","101_1_13",180
"0101073-06","Recounted","100_1_1",72
"0101073-06","Recounted","101_1_13",182
"0101073-07","Validated","100_1_1",52
"0101073-07","Validated","101_1_13",166
"0101073-08","Validated","100_1_1",99
"0101073-08","Validated","101_1_13",276
"0101073-09","Recounted","100_1_1",121
"0101073-09","Recounted","101_1_13",379
"0101074-01","Validated","100_1_1",155
"0101074-01","Validated","101_1_13",209
"0101074-02","Recounted","100_1_1",161
"0101074-02","Recounted","101_1_13",243
"0101074-03","Validated","100_1_1",189
"0101074-03","Validated","101_1_13",400
"0101074-04","Validated","100_1_1",228
"0101074-04","Validated","101_1_13",263
"0101074-05","Validated","100_1_1",87
"0101074-05","Validated","101_1_13",183
"0101074-06","Validated","100_1_1",76
"0101074-06","Validated","101_1_13",265
"0101074-07","Validated","100_1_1",73
"0101074-07","Validated","101_1_13",145
"0101074-08","Validated","100_1_1",166
"0101074-08","Validated","101_1_13",292
"0101075-01","Recounted","100_1_1",167
"0101075-01","Recounted","101_1_13",319
"0101075-02","Recounted","100_1_1",144
"0101075-02","Recounted","101_1_13",235
"0101075-03","Validated","100_1_1",158
"0101075-03","Validated","101_1_13",267
"0101075-04","Validated","100_1_1",109
"0101075-04","Validated","101_1_13",187
"0101075-05","Recounted","100_1_1",130
"0101075-05","Recounted","101_1_13",172
"0101076-01","Validated","100_1_1",109
"0101076-01","Validated","101_1_13",477
"0101076-02","Validated","100_1_1",72
"0101076-02","Validated","101_1_13",370
"0101076-03","Validated","100_1_1",67
"0101076-03","Validated","101_1_13",353
"0101076-04","Validated","100_1_1",88
"0101076-04","Validated","101_1_13",346
"0101077-01","Validated","100_1_1",132
"0101077-01","Validated","101_1_13",121
"0101077-02","Validated","100_1_1",211
"0101077-02","Validated","101_1_13",188
"0101077-03","Validated","100_1_1",264
"0101077-03","Validated","101_1_13",294
"0101077-04","Validated","100_1_1",39
"0101077-04","Validated","101_1_13",59
"0101077-05","Recounted","100_1_1",40
"0101077-05","Recounted","101_1_13",49
"0101077-06","Validated","100_1_1",47
"0101077-06","Validated","101_1_13",45
"0101078-01","Validated","100_1_1",127
"0101078-01","Validated","101_1_13",456
"0101078-02","Validated","100_1_1",136
"0101078-02","Validated","101_1_13",434
"0101078-03","Validated","100_1_1",161
"0101078-03","Validated","101_1_13",418
"0101078-04","Validated","100_1_1",35
"0101078-04","Validated","101_1_13",83
"0101078-05","Validated","100_1_1",19
"0101078-05","Validated","101_1_13",53
"0101078-06","Validated","100_1_1",18
"0101078-06","Validated","101_1_13",53
"0101078-07","Validated","100_1_1",11
"0101078-07","Validated","101_1_13",48
"0101078-08","Validated","100_1_1",42
"0101078-08","Validated","101_1_13",75
"0101079-01","Validated","100_1_1",138
"0101079-01","Validated","101_1_13",448
"0101079-02","Validated","100_1_1",146
"0101079-02","Validated","101_1_13",424
"0101079-03","Validated","100_1_1",77
"0101079-03","Validated","101_1_13",384
"0101079-04","Validated","100_1_1",33
"0101079-04","Validated","101_1_13",76
"0101080-01","Validated","100_1_1",243
"0101080-01","Validated","101_1_13",345
"0101080-02","Validated","100_1_1",236
"0101080-02","Validated","101_1_13",311
"0101080-03","Validated","100_1_1",207
"0101080-03","Validated","101_1_13",215
"0101081-01","Validated","100_1_1",75
"0101081-01","Validated","101_1_13",294
"0101081-02","Validated","100_1_1",60
"0101081-02","Validated","101_1_13",275
"0101081-03","Validated","100_1_1",46
"0101081-03","Validated","101_1_13",255
"0101082-01","Validated","100_1_1",189
"0101082-01","Validated","101_1_13",402
"0101082-02","Validated","100_1_1",155
"0101082-02","Validated","101_1_13",430
"0101082-03","Validated","100_1_1",201
"0101082-03","Validated","101_1_13",390
"0101082-04","Validated","100_1_1",83
"0101082-04","Validated","101_1_13",195
"0101082-05","Validated","100_1_1",62
"0101082-05","Validated","101_1_13",157
"0101082-06","Validated","100_1_1",73
"0101082-06","Validated","101_1_13",142
"0101082-07","Validated","100_1_1",57
"0101082-07","Validated","101_1_13",77
"0101083-01","Validated","100_1_1",260
"0101083-01","Validated","101_1_13",324
"0101083-02","Recounted","100_1_1",245
"0101083-02","Recounted","101_1_13",338
"0101083-03","Validated","100_1_1",147
"0101083-03","Validated","101_1_13",182
"0101084-01","Validated","100_1_1",170
"0101084-01","Validated","101_1_13",409
"0101084-02","Validated","100_1_1",50
"0101084-02","Validated","101_1_13",147
"0101084-03","Validated","100_1_1",87
"0101084-03","Validated","101_1_13",139
"0101084-04","Validated","100_1_1",75
"0101084-04","Validated","101_1_13",176
"0101085-01","Validated","100_1_1",135
"0101085-01","Validated","101_1_13",456
"0101085-02","Recounted","100_1_1",47
"0101085-02","Recounted","101_1_13",230
"0101085-03","Recounted","100_1_1",98
"0101085-03","Recounted","101_1_13",305
"0101086-01","Validated","100_1_1",143
"0101086-01","Validated","101_1_13",236
"0101086-02","Validated","100_1_1",153
"0101086-02","Validated","101_1_13",217
"0101086-03","Validated","100_1_1",86
"0101086-03","Validated","101_1_13",159
"0101086-04","Validated","100_1_1",85
"0101086-04","Validated","101_1_13",136
"0101086-05","Validated","100_1_1",31
"0101086-05","Validated","101_1_13",79
"0101086-06","Validated","100_1_1",53
"0101086-06","Validated","101_1_13",76
"0101086-07","Recounted","100_1_1",30
"0101086-07","Recounted","101_1_13",84
"0101086-08","Validated","100_1_1",39
"0101086-08","Validated","101_1_13",88
"0101087-01","Validated","100_1_1",222
"0101087-01","Validated","101_1_13",342
"0101087-02","Validated","100_1_1",134
"0101087-02","Validated","101_1_13",232
"0101087-03","Validated","100_1_1",190
"0101087-03","Validated","101_1_13",259
"0101087-04","Validated","100_1_1",19
"0101087-04","Validated","101_1_13",58
"0101087-05","Validated","100_1_1",77
"0101087-05","Validated","101_1_13",111
"0101087-06","Validated","100_1_1",90
"0101087-06","Validated","101_1_13",165
"0101087-07","Validated","100_1_1",39
"0101087-07","Validated","101_1_13",66
"0101087-08","Validated","100_1_1",32
"0101087-08","Validated","101_1_13",36
"0101087-09","Validated","100_1_1",31
"0101087-09","Validated","101_1_13",43
"0101088-01","Validated","100_1_1",202
"0101088-01","Validated","101_1_13",217
"0101088-02","Validated","100_1_1",151
"0101088-02","Validated","101_1_13",193
"0101088-03","Validated","100_1_1",146
"0101088-03","Validated","101_1_13",151
"0101088-04","Validated","100_1_1",95
"0101088-04","Validated","101_1_13",160
"0101088-05","Validated","100_1_1",66
"0101088-05","Validated","101_1_13",123
"0101089-01","Validated","100_1_1",176
"0101089-01","Validated","101_1_13",402
"0101089-02","Validated","100_1_1",166
"0101089-02","Validated","101_1_13",418
"0101089-03","Validated","100_1_1",152
"0101089-03","Validated","101_1_13",386
"0101089-04","Validated","100_1_1",126
"0101089-04","Validated","101_1_13",345
"0101089-05","Validated","100_1_1",89
"0101089-05","Validated","101_1_13",272
"0101089-06","Validated","100_1_1",71
"0101089-06","Validated","101_1_13",176
"0101089-07","Validated","100_1_1",118
"0101089-07","Validated","101_1_13",213
"0101089-08","Validated","100_1_1",68
"0101089-08","Validated","101_1_13",185
"0101090-01","Validated","100_1_1",192
"0101090-01","Validated","101_1_13",396
"0101090-02","Validated","100_1_1",92
"0101090-02","Validated","101_1_13",182
"0101090-03","Validated","100_1_1",8
"0101090-03","Validated","101_1_13",20
"0101091-01","Validated","100_1_1",88
"0101091-01","Validated","101_1_13",163
"0101091-02","Validated","100_1_1",58
"0101091-02","Validated","101_1_13",91
"0101091-03","Validated","100_1_1",76
"0101091-03","Validated","101_1_13",114
"0101091-04","Validated","100_1_1",32
"0101091-04","Validated","101_1_13",71
"0101091-05","Validated","100_1_1",33
"0101091-05","Validated","101_1_13",66
"0101091-06","Validated","100_1_1",52
"0101091-06","Validated","101_1_13",70
"0101091-07","Validated","100_1_1",26
"0101091-07","Validated","101_1_13",66
"0101092-01","Validated","100_1_1",112
"0101092-01","Validated","101_1_13",456
"0101092-02","Validated","100_1_1",97
"0101092-02","Validated","101_1_13",486
"0101092-03","Validated","100_1_1",123
"0101092-03","Validated","101_1_13",460
"0101092-04","Validated","100_1_1",97
"0101092-04","Validated","101_1_13",476
"0101092-05","Validated","100_1_1",97
"0101092-05","Validated","101_1_13",485
"0101092-06","Recounted","100_1_1",103
"0101092-06","Recounted","101_1_13",482
"0101092-07","Recounted","100_1_1",33
"0101092-07","Recounted","101_1_13",166
"0101093-01","Validated","100_1_1",138
"0101093-01","Validated","101_1_13",324
"0101093-02","Validated","100_1_1",144
"0101093-02","Validated","101_1_13",304
"0101093-03","Validated","100_1_1",141
"0101093-03","Validated","101_1_13",307
"0101094-01","Validated","100_1_1",187
"0101094-01","Validated","101_1_13",391
"0101094-02","Recounted","100_1_1",69
"0101094-02","Recounted","101_1_13",136
"0101094-03","Recounted","100_1_1",73
"0101094-03","Recounted","101_1_13",243
"0101094-04","Validated","100_1_1",69
"0101094-04","Validated","101_1_13",172
"0101094-05","Validated","100_1_1",78
"0101094-05","Validated","101_1_13",137
"0101094-06","Validated","100_1_1",50
"0101094-06","Validated","101_1_13",69
"0101094-07","Validated","100_1_1",34
"0101094-07","Validated","101_1_13",96
"0101094-08","Validated","100_1_1",53
"0101094-08","Validated","101_1_13",87
"0101094-09","Validated","100_1_1",66
"0101094-09","Validated","101_1_13",91
"0101095-01","Validated","100_1_1",194
"0101095-01","Validated","101_1_13",203
"0101095-02","Validated","100_1_1",160
"0101095-02","Validated","101_1_13",216
"0101095-03","Validated","100_1_1",159
"0101095-03","Validated","101_1_13",187
"0101095-04","Validated","100_1_1",142
"0101095-04","Validated","101_1_13",159
"0101095-05","Validated","100_1_1",165
"0101095-05","Validated","101_1_13",121
"0101095-06","Validated","100_1_1",101
"0101095-06","Validated","101_1_13",71
"0101095-07","Validated","100_1_1",86
"0101095-07","Validated","101_1_13",72
"0101095-08","Validated","100_1_1",50
"0101095-08","Validated","101_1_13",31
"0101096-01","Validated","100_1_1",337
"0101096-01","Validated","101_1_13",123
"0101096-02","Validated","100_1_1",267
"0101096-02","Validated","101_1_13",90
"0101096-03","Validated","100_1_1",221
"0101096-03","Validated","101_1_13",107
"0101096-04","Recounted","100_1_1",171
"0101096-04","Recounted","101_1_13",37
"0101096-05","Validated","100_1_1",148
"0101096-05","Validated","101_1_13",34
"0101096-06","Recounted","100_1_1",174
"0101096-06","Recounted","101_1_13",32
"0101097-01","Recounted","100_1_1",162
"0101097-01","Recounted","101_1_13",46
"0101097-02","Validated","100_1_1",180
"0101097-02","Validated","101_1_13",36
"0101097-03","Recounted","100_1_1",175
"0101097-03","Recounted","101_1_13",41
"0101097-04","Validated","100_1_1",174
"0101097-04","Validated","101_1_13",47
"0101097-05","Validated","100_1_1",42
"0101097-05","Validated","101_1_13",6
"0101097-06","Validated","100_1_1",43
"0101097-06","Validated","101_1_13",7
"0101097-07","Validated","100_1_1",71
"0101097-07","Validated","101_1_13",19
"0101097-08","Validated","100_1_1",85
"0101097-08","Validated","101_1_13",24
"0101097-09","Validated","100_1_1",65
"0101097-09","Validated","101_1_13",20
"0101098-01","Validated","100_1_1",111
"0101098-01","Validated","101_1_13",41
"0101098-02","Validated","100_1_1",160
"0101098-02","Validated","101_1_13",58
"0101098-03","Validated","100_1_1",221
"0101098-03","Validated","101_1_13",91
"0101098-04","Validated","100_1_1",145
"0101098-04","Validated","101_1_13",52
"0101098-05","Validated","100_1_1",77
"0101098-05","Validated","101_1_13",9
"0101098-06","Validated","100_1_1",61
"0101098-06","Validated","101_1_13",5
"0101098-07","Validated","100_1_1",46
"0101098-07","Validated","101_1_13",27
"0101098-08","Validated","100_1_1",183
"0101098-08","Validated","101_1_13",45
"0101098-09","Validated","100_1_1",91
"0101098-09","Validated","101_1_13",28
"0101099-01","Validated","100_1_1",168
"0101099-01","Validated","101_1_13",74
"0101099-02","Recounted","100_1_1",112
"0101099-02","Recounted","101_1_13",33
"0101099-03","Validated","100_1_1",115
"0101099-03","Validated","101_1_13",23
"0101099-04","Validated","100_1_1",149
"0101099-04","Validated","101_1_13",46
"0101100-01","Validated","100_1_1",36
"0101100-01","Validated","101_1_13",41
"0101100-02","Validated","100_1_1",86
"0101100-02","Validated","101_1_13",42
"0101100-03","Validated","100_1_1",72
"0101100-03","Validated","101_1_13",54
"0101100-04","Validated","100_1_1",141
"0101100-04","Validated","101_1_13",94
"0101100-05","Validated","100_1_1",171
"0101100-05","Validated","101_1_13",100
"0101100-06","Validated","100_1_1",119
"0101100-06","Validated","101_1_13",73
"0101100-07","Validated","100_1_1",91
"0101100-07","Validated","101_1_13",90
"0101100-08","Validated","100_1_1",97
"0101100-08","Validated","101_1_13",32
"0101100-09","Validated","100_1_1",118
"0101100-09","Validated","101_1_13",48
"0101100-10","Validated","100_1_1",151
"0101100-10","Validated","101_1_13",46
"0101100-11","Validated","100_1_1",90
"0101100-11","Validated","101_1_13",40
"0101100-12","Validated","100_1_1",93
"0101100-12","Validated","101_1_13",35
"0101100-13","Validated","100_1_1",69
"0101100-13","Validated","101_1_13",41
"0101101-01","Validated","100_1_1",373
"0101101-01","Validated","101_1_13",134
"0101101-02","Validated","100_1_1",363
"0101101-02","Validated","101_1_13",115
"0101101-03","Validated","100_1_1",349
"0101101-03","Validated","101_1_13",100
"0101101-04","Validated","100_1_1",406
"0101101-04","Validated","101_1_13",99
"0101101-05","Invalidated","100_1_1",447
"0101101-05","Invalidated","101_1_13",105
"0101102-01","Validated","100_1_1",325
"0101102-01","Validated","101_1_13",72
"0101102-02","Recounted","100_1_1",247
"0101102-02","Recounted","101_1_13",69
"0101102-03","Recounted","100_1_1",526
